monthly_sip,lump_sum_initial,annual_rate_percent,years,future_value_sip,future_value_lump_sum,total_invested
9889,0,14.28,10,2636775.85,0.0,1186680
6123,0,10.22,20,4826923.88,0.0,1469520
4983,0,5.56,30,4624632.21,0.0,1793880
7369,58174,14.97,10,2049333.81,234684.69,942454
1662,12401,5.18,30,1437182.65,56472.28,610721
9969,0,13.51,15,5822559.09,0.0,1794420
8412,78911,10.98,30,23702820.41,1796607.78,3107231
7251,58095,13.87,25,19290691.0,1492509.78,2233395
6907,0,6.52,20,3413606.46,0.0,1657680
2496,142634,8.3,25,2512079.6,1048150.5,891434
1340,101949,9.23,25,1572001.53,925776.94,503949
3471,0,6.06,30,3547681.38,0.0,1249560
2899,0,7.52,15,967276.11,0.0,521820
4633,141653,10.08,20,3585695.14,967286.82,1253573
9982,0,7.01,30,12264484.26,0.0,3593520
6955,0,8.74,25,7527928.44,0.0,2086500
7367,101685,16.79,30,78911576.21,10707310.52,2753805
4669,85355,16.66,5,438879.63,184449.66,365495
8988,0,14.03,25,24666007.67,0.0,2696400
3242,0,13.27,25,7728236.69,0.0,972600
6475,0,9.44,10,1295009.82,0.0,777000
6913,166515,10.72,30,18423111.6,3537806.38,2655195
1479,80856,7.53,15,493874.33,240083.23,347076
2560,0,14.5,5,226384.0,0.0,153600
7343,99359,8.77,25,7985102.61,813179.08,2302259
1021,0,12.94,20,1160282.45,0.0,245040
6076,0,13.89,15,3685287.02,0.0,1093680
4769,96842,17.96,5,465256.83,221217.96,382982
2323,181999,7.71,30,3284632.31,1688565.16,1018279
5814,0,6.94,5,417955.34,0.0,348840
7619,101151,10.36,15,3291317.98,443524.2,1472571
6077,0,12.2,30,22409921.68,0.0,2187720
9262,0,15.07,10,2591858.83,0.0,1111440
4198,194013,7.6,20,2367870.33,839414.0,1201533
3348,0,10.03,10,692555.84,0.0,401760
6590,0,11.13,10,1454632.83,0.0,790800
6844,59308,13.82,30,36517149.67,2884443.94,2523148
8859,154079,11.8,10,2033374.15,469866.65,1217159
5619,0,6.62,5,400533.82,0.0,337140
2245,0,14.96,30,15576904.15,0.0,808200
7726,0,13.22,30,35918855.16,0.0,2781360
1582,0,6.66,10,270253.86,0.0,189840
9270,0,13.76,20,11807892.23,0.0,2224800
2313,186402,12.09,30,8324707.8,5716144.37,1019082
2665,0,5.03,10,416175.33,0.0,319800
4077,0,6.35,20,1973323.29,0.0,978480
6546,0,12.71,30,27127978.28,0.0,2356560
2923,0,7.77,25,2697050.92,0.0,876900
2827,138413,9.4,10,564117.29,340017.57,477653
7056,186962,7.37,30,9323218.83,1579095.2,2727122
1210,171629,5.89,15,350253.51,404832.63,389429
3226,119548,9.95,30,7280963.44,2059992.48,1280908
4002,119753,14.71,25,12445383.29,3699406.75,1320353
894,104546,15.6,20,1475874.65,1897680.49,319106
1433,0,16.17,25,5873317.04,0.0,429900
4430,63521,5.84,10,723325.31,112079.38,595121
2850,62564,11.9,20,2809176.39,592797.72,746564
8768,0,5.27,15,2407898.95,0.0,1578240
4654,79335,6.4,25,3450181.01,374229.87,1475535
6476,0,13.77,30,34132719.64,0.0,2331360
5218,84355,16.97,10,1643921.88,404456.75,710515
9253,86765,12.96,15,5120316.16,539568.09,1752305
8088,0,7.49,20,4501799.9,0.0,1941120
8962,0,13.41,20,10864855.22,0.0,2150880
5685,183263,10.11,20,4416185.47,1257867.74,1547663
8146,0,16.23,5,756394.97,0.0,488760
5049,0,14.55,30,31839935.28,0.0,1817640
9787,0,9.53,5,754534.24,0.0,587220
5744,73742,17.29,25,29171970.7,3977070.89,1796942
4072,0,12.56,25,8540431.2,0.0,1221600
7194,0,5.48,30,6576208.2,0.0,2589840
4935,130726,11.18,15,2302752.37,640660.79,1019026
5553,153712,17.1,25,27171918.97,7955418.88,1819612
1450,0,11.7,15,711109.24,0.0,261000
7704,11010,16.73,20,14991060.93,243069.69,1859970
8132,0,14.23,15,5098039.59,0.0,1463760
4287,0,10.16,25,5896649.23,0.0,1286100
7901,0,11.75,10,1808652.59,0.0,948120
2177,47269,9.48,5,167615.81,74358.59,177889
2762,93415,5.07,10,432236.59,153129.84,424855
7519,0,12.66,25,16064705.35,0.0,2255700
5291,196999,13.45,25,13035892.39,4615718.53,1784299
3970,0,13.07,30,17813044.54,0.0,1429200
7196,90292,5.2,10,1134403.69,149915.57,953812
4076,153032,12.99,10,1004989.09,519112.25,642152
3648,0,13.28,15,2082436.46,0.0,656640
6161,45052,13.31,25,14817307.45,1025237.18,1893352
8728,181918,10.58,5,692441.59,300828.94,705598
1539,168868,6.04,10,254022.54,303543.17,353548
1970,51424,7.77,30,2819090.34,485038.99,760624
6373,55808,11.45,20,5914489.72,488099.39,1585328
4657,0,9.59,15,1873755.19,0.0,838260
7620,0,9.72,20,5627224.9,0.0,1828800
9761,183711,17.15,25,48228402.21,9610936.86,3112011
4672,0,9.65,20,3417441.2,0.0,1121280
9013,0,17.82,20,20575646.17,0.0,2163120
4735,196870,8.12,25,4622040.08,1385809.05,1617370
2983,11665,8.68,20,1926181.21,61601.83,727585
9172,0,15.3,5,829531.49,0.0,550320
651,0,12.26,20,673476.17,0.0,156240
4178,0,11.34,5,338381.25,0.0,250680
1194,44923,7.82,10,217652.68,95370.72,188203
3564,6634,16.65,20,6847739.19,144290.21,861994
6337,0,8.08,15,2222419.6,0.0,1140660
2780,49279,12.2,15,1430090.07,277104.33,549679
9765,55957,12.54,20,10505069.9,594570.41,2399557
7042,132430,10.89,25,10989352.51,1755396.19,2245030
6040,128684,12.55,10,1450461.71,419851.02,853484
2414,57392,6.87,20,1245051.46,216783.81,636752
9019,0,16.98,5,855402.47,0.0,541140
1806,0,16.74,10,560763.49,0.0,216720
8484,15255,10.24,10,1776948.1,40436.46,1033335
6186,0,14.51,5,547204.73,0.0,371160
6210,91791,10.85,5,496329.88,153652.07,464391
4544,0,17.53,25,24170240.61,0.0,1363200
9747,55375,7.5,30,13226151.09,485341.2,3564295
4756,7991,15.82,15,3495556.0,72325.74,864071
3194,138257,6.98,5,229875.99,193727.31,329897
1919,33442,12.1,20,1943078.13,328296.06,494002
4110,0,8.06,20,2456458.38,0.0,986400
9308,0,15.51,25,33625748.06,0.0,2792400
7354,0,16.05,5,679326.91,0.0,441240
2559,150558,14.32,20,3521078.09,2186724.24,764718
3613,0,10.12,10,751441.84,0.0,433560
9687,0,5.32,10,1537156.8,0.0,1162440
656,5439,12.53,10,157293.47,17705.47,84159
5077,156585,14.83,20,7517126.97,2489778.51,1375065
9559,91911,11.29,25,16007370.36,1333892.73,2959611
5751,0,7.94,30,8523024.11,0.0,2070360
4414,0,8.34,25,4471388.48,0.0,1324200
2872,0,9.98,30,6521553.17,0.0,1033920
4218,50363,7.33,10,747982.38,102160.59,556523
831,52048,17.63,25,4503066.05,3014835.47,301348
3591,0,9.7,15,1459291.83,0.0,646380
1866,0,12.04,30,6651381.53,0.0,671760
1809,160807,6.21,5,127542.81,217301.77,269347
3113,0,11.62,15,1515346.37,0.0,560340
534,0,12.44,5,44587.92,0.0,32040
7955,130004,6.82,5,570173.52,180850.96,607304
4849,0,17.05,5,460884.93,0.0,290940
5159,32542,7.18,5,373314.04,46031.36,342082
5177,154417,6.68,15,1605474.82,407551.56,1086277
9442,0,17.38,10,3053064.66,0.0,1133040
6022,0,6.15,15,1783640.08,0.0,1083960
8168,6257,12.81,25,17915616.04,127279.9,2456657
1678,113356,14.82,30,11280610.29,7162690.89,717436
6134,24661,6.56,25,4660102.94,120671.84,1864861
5508,6276,11.49,30,17357512.53,163918.7,1989156
4701,0,15.36,30,35814405.6,0.0,1692360
3889,26979,14.22,25,11045724.71,749130.51,1193679
2354,0,6.25,30,2494746.8,0.0,847440
8761,153884,14.13,20,11741743.84,2162981.92,2256524
6975,0,9.06,25,7959229.04,0.0,2092500
5945,66974,6.02,25,4153335.52,288808.22,1850474
1914,0,7.75,10,347483.81,0.0,229680
9011,87083,16.58,20,17158177.72,1874058.35,2249723
4527,114867,14.58,15,2937908.16,884551.74,929727
1382,0,15.02,10,385603.47,0.0,165840
7089,184287,15.35,25,24851654.28,6542554.64,2310987
1554,0,17.17,15,1310932.62,0.0,279720
1543,131938,8.26,20,945248.49,645247.62,502258
1063,0,5.1,30,904615.47,0.0,382680
6244,0,11.95,5,514337.95,0.0,374640
8186,149545,13.36,15,4712833.25,981445.11,1623025
7094,0,9.95,10,1460644.44,0.0,851280
1454,7406,12.87,20,1637072.97,83466.26,356366
8333,119475,7.87,5,614187.6,174480.88,619455
2741,0,13.24,25,6506756.99,0.0,822300
9137,69485,12.36,25,18489648.6,1279781.5,2810585
8591,133920,11.21,20,7716416.09,1120995.33,2195760
2786,79716,14.46,20,3914738.4,1188347.71,748356
5554,0,8.17,30,8618723.67,0.0,1999440
2992,0,16.61,25,13327619.55,0.0,897600
1469,165315,5.92,30,1459357.16,927220.01,694155
6277,0,10.79,25,9626133.73,0.0,1883100
1711,23963,11.76,10,391811.31,72821.1,229283
4893,0,14.51,20,6920226.78,0.0,1174320
7082,0,5.37,25,4480919.67,0.0,2124600
6215,71738,5.88,30,6131011.83,398206.99,2309138
5190,179668,13.35,5,444400.24,336142.44,491068
8260,93122,11.2,5,666560.64,158362.41,588722
5437,144497,11.02,25,8680275.37,1972504.13,1775597
4176,87652,5.85,30,4094787.37,482213.25,1591012
7506,0,12.63,10,1811158.05,0.0,900720
5387,27149,15.86,10,1583499.78,118356.17,673589
5435,138892,11.76,30,18183894.73,3900937.46,2095492
3304,29887,9.06,10,646280.95,71125.0,426367
6577,0,16.15,20,11750264.73,0.0,1578480
5601,0,11.54,20,5259879.02,0.0,1344240
1897,0,13.88,20,2456872.84,0.0,455280
4166,0,6.6,20,2078765.97,0.0,999840
8981,0,7.28,30,11650752.65,0.0,3233160
5014,0,15.08,20,7688942.36,0.0,1203360
7493,178660,9.71,5,580542.49,284020.63,628240
5393,61759,10.58,20,4455114.28,461427.42,1356079
2517,0,5.2,25,1551056.91,0.0,755100
7717,0,8.52,10,1463598.88,0.0,926040
7441,0,16.28,25,31146950.4,0.0,2232300
9296,137609,14.68,15,6092268.63,1073420.56,1810889
1161,77707,13.4,10,293458.28,273350.16,217027
7930,0,9.66,30,16796997.1,0.0,2854800
4711,194673,8.21,20,2869042.42,943857.35,1325313
9037,0,11.01,30,25641015.59,0.0,3253320
7492,194021,8.91,20,4981712.12,1068939.01,1992101
2539,95272,16.89,5,240210.27,207892.73,247612
6960,0,14.39,25,20392271.99,0.0,2088000
2507,41667,6.62,5,178710.19,57410.1,192087
1831,196031,13.57,30,9225407.87,8926037.31,855191
7877,0,15.51,5,716632.92,0.0,472620
1167,169506,13.03,30,5196632.98,6687129.19,589626
3021,175819,16.63,10,931746.27,818937.01,538339
6522,135055,16.3,5,606860.22,287401.01,526375
6760,32737,10.89,25,10551124.22,434036.08,2060737
1909,0,11.1,15,884366.97,0.0,343620
3410,158558,7.16,25,2849591.84,893011.31,1181558
1419,152089,16.29,10,428351.1,687840.48,322369
3813,48457,12.44,5,318332.14,87071.58,277237
7646,34220,10.59,20,6328216.35,256332.98,1869260
3889,14247,14.25,10,1034836.11,53978.43,480927
4312,52915,12.28,10,1018567.55,168464.26,570355
642,0,9.6,25,802725.98,0.0,192600
1592,0,17.08,20,3256422.39,0.0,382080
2810,32316,10.05,5,219729.35,52170.99,200916
6791,0,13.46,20,8295820.53,0.0,1629840
7927,0,13.2,5,676050.54,0.0,475620
6453,0,10.49,10,1371702.87,0.0,774360
7291,184324,11.29,30,21972676.15,4558569.22,2809084
1617,0,13.8,25,4247968.87,0.0,485100
4396,28015,11.8,30,14833692.49,794984.26,1610575
3379,143467,12.64,30,13770748.46,5100364.01,1359907
1073,0,17.91,25,6136974.99,0.0,321900
4264,0,10.55,30,10932194.58,0.0,1535040
2870,0,16.47,10,875985.73,0.0,344400
6907,154310,15.68,15,5004285.44,1371216.65,1397570
2221,96612,5.26,15,609401.78,208456.48,496392
2390,21624,7.71,15,811508.95,65911.54,451824
3246,71064,17.96,10,1088964.66,370790.09,460584
9944,146825,12.52,25,20706560.3,2801698.28,3130025
2266,127497,14.95,10,629562.7,513636.15,399417
4414,0,16.85,15,3602680.52,0.0,794520
5730,0,9.81,10,1170747.75,0.0,687600
8197,0,8.62,15,3019558.3,0.0,1475460
3745,0,9.94,15,1556457.47,0.0,674100
9633,143167,6.27,25,6998241.44,655074.05,3033067
4036,0,6.89,20,2085377.51,0.0,968640
8487,0,17.2,30,100227292.3,0.0,3055320
7768,0,10.45,25,11228891.25,0.0,2330400
6063,0,5.04,5,414518.24,0.0,363780
2506,0,14.58,25,7608292.12,0.0,751800
887,0,13.33,10,223199.22,0.0,106440
9382,0,10.65,5,745638.42,0.0,562920
7307,0,11.51,10,1648548.28,0.0,876840
3905,160789,16.96,20,7857737.36,3692166.11,1097989
6185,6081,6.38,30,6717404.21,38863.92,2232681
2247,0,12.45,10,536188.76,0.0,269640
1789,0,11.32,20,1631280.57,0.0,429360
2844,91001,16.09,5,262991.51,191836.79,261641
5004,0,17.88,30,69688799.68,0.0,1801440
3193,163783,17.5,5,307371.34,366788.14,355363
3821,0,8.22,30,5990738.83,0.0,1375560
6720,0,8.24,10,1254525.73,0.0,806400
4647,94421,5.0,5,317370.02,120527.68,373241
8388,107139,12.53,30,33369213.01,3701720.9,3126819
4457,0,16.82,30,48083549.31,0.0,1604520
3687,0,14.83,25,11720020.91,0.0,1106100
9496,64860,7.23,5,688094.69,91966.65,634620
8175,0,16.17,10,2449156.01,0.0,981000
1715,28737,12.89,5,144977.06,52679.09,131637
1505,0,11.11,20,1334078.31,0.0,361200
3650,0,14.83,30,24599760.6,0.0,1314000
3275,0,10.37,15,1415936.52,0.0,589500
4210,199010,11.51,5,342646.96,343182.03,451610
2306,112742,7.27,25,1960407.89,651062.74,804542
3111,0,8.75,10,597795.48,0.0,373320
9890,163592,15.74,30,82491434.92,13129186.1,3723992
3122,0,12.54,5,261418.95,0.0,187320
4560,0,6.36,10,766004.73,0.0,547200
9183,97361,14.87,10,2538846.67,389523.9,1199321
7409,7289,5.32,20,3175456.64,20563.72,1785449
942,0,8.36,20,584285.52,0.0,226080
6536,0,6.02,30,6623569.51,0.0,2352960
6382,180968,14.46,5,563782.27,355575.58,563888
7225,0,14.38,20,10032104.2,0.0,1734000
6711,42734,16.78,30,71667153.73,4485202.56,2458694
8464,0,17.88,15,7684388.25,0.0,1523520
5807,152782,10.16,5,455465.71,247904.76,501202
8053,127261,9.04,30,14987658.28,1708531.14,3026341
712,157178,7.57,5,52058.92,226379.46,199898
1768,43835,9.2,10,348620.24,105663.69,255995
9181,83222,10.58,25,13567246.54,1027739.71,2837522
4670,162732,17.57,15,4105150.6,1844450.79,1003332
2873,0,17.08,10,911569.86,0.0,344760
8652,22527,13.96,15,5283861.07,160046.12,1579887
9092,0,6.83,5,651830.85,0.0,545520
8407,0,6.89,25,6727008.25,0.0,2522100
3262,0,15.44,5,296213.37,0.0,195720
8323,0,12.25,20,8606432.73,0.0,1997520
1980,96393,13.05,25,4535618.96,2067671.93,690393
7534,0,6.1,15,2220700.56,0.0,1356120
1547,0,17.02,5,146924.28,0.0,92820
3091,0,17.56,20,6786577.69,0.0,741840
5241,27665,13.24,5,447380.11,51505.33,342125
7245,139075,5.15,30,6221471.99,626623.22,2747275
7443,0,11.21,30,22055353.43,0.0,2679480
9434,67673,16.4,30,91966002.22,6437415.63,3463913
4631,0,13.23,30,21555597.04,0.0,1667160
7423,0,10.15,30,17454560.72,0.0,2672280
646,0,15.67,10,187650.57,0.0,77520
7544,0,5.9,20,3462721.67,0.0,1810560
6202,99678,14.05,25,17081240.72,2668592.98,1960278
6735,112961,6.18,20,3193868.83,374494.56,1729361
2854,138302,13.45,15,1656530.4,917706.42,652022
8394,91957,17.22,30,99637863.09,10807366.07,3113797
9201,0,16.7,30,96464046.53,0.0,3312360
4472,5610,10.68,10,960962.31,15472.8,542250
4309,0,7.05,25,3541176.97,0.0,1292700
7231,0,13.1,15,4058646.42,0.0,1301580
9174,0,10.76,10,1980413.36,0.0,1100880
8605,19771,15.3,25,29885188.73,694375.27,2601271
7162,15545,14.66,15,4687814.15,121058.54,1304705
4236,106762,14.91,5,378936.77,213902.63,360922
1006,0,10.41,15,436767.61,0.0,181080
1574,0,8.56,25,1651870.54,0.0,472200
6325,102358,9.87,5,492094.44,163859.75,481858
8664,128590,6.19,20,4115337.68,427401.61,2207950
2500,196323,12.72,25,5401365.73,3920337.87,946323
8010,40395,6.29,15,2400014.66,100829.58,1482195
6168,104224,12.59,15,3294090.29,617297.78,1214464
2945,7206,12.37,5,245422.56,12910.81,183906
6240,151116,16.98,25,29856227.01,7628572.95,2023116
9182,64024,7.14,20,4892331.48,254166.5,2267704
8870,34640,13.28,15,5065162.23,224840.21,1631240
7983,0,14.05,30,44901786.07,0.0,2873880
2619,34590,14.71,10,717004.05,136475.98,348870
9863,44271,16.14,20,17614581.15,883017.42,2411391
3053,0,16.0,15,2284860.87,0.0,549540
7112,175125,10.67,20,5945479.74,1329906.85,1882005
6110,0,15.52,10,1757943.08,0.0,733200
5551,199472,10.28,10,1165078.81,530467.68,865592
2639,137455,10.47,25,3825246.86,1655206.51,929155
3529,0,12.22,25,6963902.41,0.0,1058700
4091,0,14.18,25,11525392.75,0.0,1227300
8697,0,11.06,5,698973.49,0.0,521820
6940,33124,16.63,10,2140177.73,154258.87,865924
4573,0,13.71,15,2722680.37,0.0,823140
5115,181001,14.79,20,7528785.76,2857203.41,1408601
8237,183072,5.93,25,5677792.75,773432.65,2654172
5121,125080,11.71,15,2513269.9,658493.15,1046860
4332,146270,15.86,30,37149920.89,12101760.29,1705790
9903,147835,13.74,15,5916221.51,1019829.16,1930375
1082,0,7.97,15,376027.47,0.0,194760
3767,0,17.17,30,44168195.76,0.0,1356120
2664,51438,17.67,20,5944470.97,1331885.27,690798
9034,152252,6.78,30,10618095.7,1090158.55,3404492
1993,160986,13.49,30,9841873.95,7162222.62,878466
4779,0,8.55,10,908196.5,0.0,573480
7149,0,5.46,15,1995653.87,0.0,1286820
5995,107848,11.09,5,482333.84,182507.45,467548
5500,102437,16.48,25,23913216.27,4646302.91,1752437
2409,57176,13.15,5,205153.0,106050.73,201716
6628,139629,11.57,25,11644233.1,2153916.34,2128029
2644,0,7.48,25,2327478.99,0.0,793200
2756,80419,11.27,10,613254.9,233986.58,411139
4326,54384,15.32,10,1229334.98,226164.15,573504
5078,81886,7.93,10,931243.45,175565.17,691246
8346,0,14.05,15,5141945.11,0.0,1502280
7814,135201,12.25,25,15500698.54,2429303.14,2479401
5458,0,11.45,15,2613528.83,0.0,982440
3966,0,11.79,15,1962233.48,0.0,713880
2090,0,5.28,10,330818.58,0.0,250800
4625,168245,10.09,10,960425.36,440047.45,723245
6753,0,5.53,10,1083917.18,0.0,810360
4876,0,13.55,30,24451499.46,0.0,1755360
1387,0,6.82,15,435195.54,0.0,249660
6551,46882,11.54,20,6149334.22,416318.29,1619122
4463,72498,11.42,25,7639433.08,1082006.67,1411398
2723,16970,12.49,25,5645724.76,322096.97,833870
4486,103386,10.3,20,3570458.73,733887.76,1180026
5012,170726,15.38,10,1430230.9,714151.61,772166
8063,0,11.86,20,7899629.64,0.0,1935120
6149,120908,9.29,15,2406487.45,458119.75,1227728
8890,126287,10.11,15,3752523.65,535308.09,1726487
3906,0,11.33,20,3566484.97,0.0,937440
6242,0,13.85,20,8048777.42,0.0,1498080
2906,0,12.15,10,681370.93,0.0,348720
9201,97812,7.77,25,8482943.32,634890.22,2858112
516,0,14.95,10,143385.16,0.0,61920
6798,0,5.18,5,466379.92,0.0,407880
2505,153910,10.65,10,537408.6,423429.73,454510
4023,0,7.09,15,1292851.58,0.0,724140
1461,0,10.06,5,114254.68,0.0,87660
8498,184945,7.59,10,1529226.95,384380.55,1204705
2681,91325,10.11,30,6251633.83,1640384.02,1056485
7100,0,16.06,20,12521058.24,0.0,1704000
5201,21095,17.97,30,74013694.09,3003434.18,1893455
2559,0,7.86,5,188569.57,0.0,153540
9681,76398,16.64,5,909540.6,164967.98,657258
7279,0,16.86,20,14437090.24,0.0,1746960
4781,24089,17.36,25,24616746.21,1319015.12,1458389
4244,38737,11.99,15,2138835.91,211671.53,802657
7994,153201,17.8,10,2654105.46,788346.23,1112481
4796,36832,17.78,25,26737743.81,2200942.69,1475632
3610,0,7.54,20,2020364.25,0.0,866400
3911,0,17.45,15,3397648.79,0.0,703980
7230,65227,15.13,25,24341088.02,2209966.83,2234227
8327,137336,9.35,25,9980921.72,1284043.66,2635436
4924,0,13.93,20,6418724.98,0.0,1181760
7699,71277,16.2,25,31735132.62,3044255.95,2380977
7674,67931,8.21,5,570867.1,100796.06,528371
4105,0,13.71,30,21323437.98,0.0,1477800
3109,173060,9.37,20,2194994.57,1038725.08,919220
4669,66109,15.98,15,3489487.35,611275.24,906529
3926,0,16.97,20,7910137.45,0.0,942240
6282,0,12.08,20,6343784.57,0.0,1507680
1415,120303,8.28,30,2246947.56,1307454.37,629703
9884,0,17.96,15,9047734.34,0.0,1779120
6128,159304,15.86,15,4524478.86,1450263.1,1262344
6227,0,7.86,10,1137585.77,0.0,747240
7244,10934,12.02,15,3661633.53,59996.53,1314854
6386,0,5.23,15,1747684.26,0.0,1149480
1143,17413,6.17,20,541474.6,57635.07,291733
7088,0,5.7,10,1148324.48,0.0,850560
6100,0,11.65,30,19915293.14,0.0,2196000
2576,0,7.63,20,1459193.35,0.0,618240
6254,0,6.1,15,1843726.2,0.0,1125720
2704,86878,15.7,10,786640.44,373329.04,411358
6026,32766,6.06,20,2818873.58,106315.34,1479006
7545,0,17.2,25,37670168.21,0.0,2263500
3879,155647,12.63,25,8242171.93,3044985.88,1319347
8372,0,5.43,30,7581903.24,0.0,3013920
7388,0,15.94,25,28990380.79,0.0,2216400
3300,0,9.31,25,3929956.03,0.0,990000
8887,58849,7.61,20,5020352.3,255199.13,2191729
766,0,17.61,15,676440.23,0.0,137880
2103,161640,11.21,5,169729.32,274943.56,287820
6707,0,6.3,5,473993.21,0.0,402420
948,0,11.32,30,2875868.21,0.0,341280
5890,184530,17.43,20,12697148.06,4591192.33,1598130
6332,93512,7.77,25,5841809.88,607568.46,1993112
4054,99027,12.09,25,7813593.71,1716544.65,1315227
815,125347,6.3,10,136462.57,230886.72,223147
995,0,8.33,10,186748.46,0.0,119400
8946,37370,11.49,15,4301518.53,191128.18,1647650
3698,0,5.73,5,257418.52,0.0,221880
7229,0,10.17,20,5656386.23,0.0,1734960
8758,185206,7.53,15,2925858.38,550325.32,1761646
5614,0,13.69,25,14452440.49,0.0,1684200
4731,157728,14.35,20,6536938.36,2302792.79,1293168
6190,76573,5.69,5,430441.47,100964.1,447973
774,0,14.95,15,521019.2,0.0,139320
1454,0,9.65,5,112444.93,0.0,87240
2963,0,11.49,30,9346951.5,0.0,1066680
4689,131963,13.96,15,2861524.43,936633.93,975983
9367,0,14.98,5,839675.52,0.0,562020
6623,8490,8.63,15,2440912.22,29374.41,1200630
9378,0,7.64,30,13091394.29,0.0,3376080
3094,69658,13.5,20,3798534.4,876854.42,812218
9668,0,8.78,20,6326238.37,0.0,2320320
9794,49224,5.4,20,4236589.94,140959.46,2399784
8847,160208,6.05,20,4134515.69,519035.68,2283488
9477,0,11.74,25,17173850.34,0.0,2843100
5639,0,17.14,20,11647408.29,0.0,1353360
3975,99192,11.66,30,13000465.42,2710338.76,1530192
8036,149569,7.48,10,1437383.51,307769.88,1113889
8908,0,12.99,25,20214132.82,0.0,2672400
5141,183613,17.92,30,72245179.48,25798918.28,2034373
1275,87162,17.78,30,17311585.25,11811534.86,546162
5321,124335,11.11,20,4717718.29,1022723.86,1401375
1747,175109,16.74,10,542633.52,823532.57,384749
6539,0,8.38,15,2355871.72,0.0,1177020
3566,0,16.68,10,1102836.19,0.0,427920
2013,0,17.64,30,26456013.09,0.0,724680
7024,0,6.55,15,2152475.91,0.0,1264320
5923,25229,14.51,20,8371174.54,378809.23,1446749
8617,110142,15.11,5,775235.91,222619.51,627162
3595,0,12.46,20,3824208.07,0.0,862800
4362,195039,9.61,25,5459827.16,1933302.47,1503639
4897,0,13.32,25,11788635.0,0.0,1469100
5437,81000,15.0,15,3680681.42,659236.69,1059660
7170,164715,7.92,15,2480578.48,516966.69,1455315
4829,189359,17.72,30,64583181.13,25254727.88,1927799
3446,0,8.84,20,2273088.56,0.0,827040
9471,26894,8.64,15,3495332.24,93244.95,1731674
4111,0,6.63,10,701056.73,0.0,493320
5948,0,16.89,25,27948754.26,0.0,1784400
6278,0,10.88,5,502071.07,0.0,376680
8151,167836,12.67,25,17438179.88,3311186.03,2613136
1223,199533,16.34,10,370459.72,906699.62,346293
3073,0,7.26,30,3970053.07,0.0,1106280
8078,0,9.05,5,614641.02,0.0,484680
4679,7621,9.79,10,954835.17,19395.4,569101
3450,0,15.89,20,5942826.59,0.0,828000
6175,63594,14.6,30,39461569.28,3796171.23,2286594
6706,0,5.62,25,4408022.49,0.0,2011800
2498,18557,10.61,15,1104819.11,84201.31,468197
5445,0,15.59,5,496443.6,0.0,326700
7887,140272,8.31,25,7944952.61,1032094.34,2506372
3161,0,15.28,20,4986708.85,0.0,758640
6650,0,13.12,30,30182802.19,0.0,2394000
3937,66478,16.75,15,3179613.24,678059.4,775138
7147,122417,14.05,5,624115.99,236232.76,551237
9664,0,16.8,25,44654414.02,0.0,2899200
9951,0,8.84,10,1922931.56,0.0,1194120
7203,0,5.39,5,496919.68,0.0,432180
3418,0,14.45,15,2190329.84,0.0,615240
2102,0,17.96,25,12143836.68,0.0,630600
2135,0,12.28,15,1106991.23,0.0,384300
6128,0,14.03,25,16795853.24,0.0,1838400
671,0,10.76,25,1023703.2,0.0,201300
3445,0,17.33,20,7318499.92,0.0,826800
4328,0,8.82,25,4742359.56,0.0,1298400
8866,0,9.92,30,19868413.08,0.0,3191760
5874,0,8.9,25,6528136.78,0.0,1762200
5257,6679,10.54,20,4322657.49,49585.15,1268359
4473,76650,6.14,25,3183924.52,340058.72,1418550
8069,75812,13.71,5,697976.61,144132.79,559952
4471,0,12.05,30,15969858.29,0.0,1609560
3552,0,11.92,30,12318828.95,0.0,1278720
5353,93035,6.69,5,382287.51,128601.52,414215
3674,166859,5.65,25,2424615.55,659316.76,1269059
8785,173769,5.22,25,5431371.97,620234.47,2809269
9557,124969,15.19,20,14875738.43,2112290.35,2418649
2268,0,11.6,20,2148056.71,0.0,544320
2870,0,13.96,20,3755185.46,0.0,688800
2014,0,14.39,30,12239844.73,0.0,725040
3835,135482,9.62,25,4809663.86,1346512.17,1285982
1726,0,12.87,25,3831599.05,0.0,517800
2475,0,17.2,30,29205644.35,0.0,891000
6242,0,10.91,5,499662.62,0.0,374520
3869,11533,7.81,5,284718.98,16797.17,243673
627,0,12.85,25,1386543.19,0.0,188100
3667,0,11.4,15,1747420.37,0.0,660060
2082,120744,14.18,5,182454.73,234295.44,245664
7700,109847,14.63,10,2097884.85,430445.85,1033847
5558,19619,14.26,5,488232.69,38211.25,353099
1366,0,14.83,25,4347887.47,0.0,409800
810,0,15.65,10,234934.61,0.0,97200
3768,128859,8.61,15,1386134.95,444580.41,807099
3920,163397,13.53,10,998550.02,581307.12,633797
8777,162164,8.35,30,14147502.42,1798288.48,3321884
9862,0,9.79,20,7343862.91,0.0,2366880
6415,143551,17.2,25,31973884.14,7582908.27,2068051
5835,0,8.37,10,1097215.39,0.0,700200
4536,149826,14.69,20,6576769.25,2321680.7,1238466
9807,0,6.41,20,4785015.31,0.0,2353680
7104,81082,13.11,15,3988685.86,514327.4,1359802
9997,160575,6.02,20,4653312.84,516950.51,2559855
7681,0,13.67,5,663711.26,0.0,460860
4969,182623,7.17,10,873519.84,365121.65,778903
